StockCode,Description,UnitPrice,Nouns,Category,PriceSegment
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2.95,"['red', 'retrospot', 'lid', 'glass', 'bowls']",Kitchen,Premium
20931,BLUE POT PLANT CANDLE,2.95,"['blue', 'pot', 'plant', 'candle']",Home Decor,Premium
20932,PINK POT PLANT CANDLE,2.95,"['pink', 'pot', 'plant', 'candle']",Home Decor,Premium
20933,YELLOW POT PLANT CANDLE,2.95,"['yellow', 'pot', 'plant', 'candle']",Home Decor,Premium
20934,SET/3 POT PLANT CANDLES,5.45,"['pot', 'plant', 'candles']",Home Decor,Luxury
20935,ROUND CACTUS CANDLE,2.95,"['round', 'cactus', 'candle']",Home Decor,Premium
20936,FORKED CACTUS CANDLE,2.95,"['cactus', 'candle']",Home Decor,Premium
20941,FROG CANDLE,1.25,"['frog', 'candle']",Home Decor,Standard
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1.25,"['porcelain', 't', 'light', 'holder']",Home Decor,Standard
20961,STRAWBERRY BATH SPONGE,1.25,"['bath', 'sponge']",Other,Standard
20963,APPLE BATH SPONGE,1.25,"['apple', 'bath', 'sponge']",Other,Standard
20964,POLYESTER FILLER PAD 60x40cm,2.55,"['polyester', 'pad', 'cm']",Other,Premium
20966,SANDWICH BATH SPONGE,1.25,"['sandwich', 'bath', 'sponge']",Other,Standard
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,3.75,"['grey', 'floral', 'feltcraft', 'shoulder', 'bag']",Bags,Premium
20969,RED FLORAL FELTCRAFT SHOULDER BAG,3.75,"['red', 'floral', 'feltcraft', 'shoulder', 'bag']",Bags,Premium
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,3.75,"['pink', 'floral', 'feltcraft', 'shoulder', 'bag']",Bags,Premium
20971,PINK BLUE FELT CRAFT TRINKET BOX,1.25,"['pink', 'blue', 'felt', 'craft', 'trinket', 'box']",Other,Standard
20972,PINK CREAM FELT CRAFT TRINKET BOX,1.25,"['pink', 'cream', 'felt', 'craft', 'trinket', 'box']",Beauty,Standard
20973,12 PENCIL SMALL TUBE WOODLAND,0.65,"['pencil', 'small', 'tube', 'woodland']",Stationery,Budget
20974,12 PENCILS SMALL TUBE SKULL,0.65,"['pencils', 'small', 'tube', 'skull']",Stationery,Budget
20975,12 PENCILS SMALL TUBE RED RETROSPOT,0.65,"['pencils', 'small', 'tube', 'red', 'retrospot']",Stationery,Budget
20977,36 PENCILS TUBE WOODLAND,1.25,"['pencil', 'tube', 'woodland']",Stationery,Standard
20978,36 PENCILS TUBE SKULLS,1.25,"['pencil', 'tube', 'skulls']",Stationery,Standard
20979,36 PENCILS TUBE RED RETROSPOT,1.25,"['pencil', 'tube', 'red', 'retrospot']",Stationery,Standard
20980,36 PENCILS TUBE POSY,1.25,"['pencil', 'tube', 'posy']",Stationery,Standard
20981,12 PENCILS TALL TUBE WOODLAND,0.85,"['pencil', 'tall', 'tube', 'woodland']",Stationery,Budget
20982,12 PENCILS TALL TUBE SKULLS,0.85,"['pencil', 'tall', 'tube', 'skulls']",Stationery,Budget
20983,12 PENCILS TALL TUBE RED RETROSPOT,0.85,"['pencil', 'tall', 'tube', 'red', 'retrospot']",Stationery,Budget
20984,12 PENCILS TALL TUBE POSY,0.29,"['pencil', 'tall', 'tube', 'posy']",Stationery,Budget
20985,HEART CALCULATOR,1.25,"['heart', 'calculator']",Home Decor,Standard
20986,BLUE CALCULATOR RULER,1.25,"['blue', 'calculator', 'ruler']",Stationery,Standard
20992,JAZZ HEARTS PURSE NOTEBOOK,0.39,"['jazz', 'hearts', 'notebook']",Stationery,Budget
20996,JAZZ HEARTS ADDRESS BOOK,0.19,"['jazz', 'hearts', 'address', 'book']",Stationery,Budget
20997,ROSE DU SUD CUSHION COVER,4.95,"['rose', 'du', 'sud', 'cushion', 'cover']",Other,Luxury
20998,ROSE DU SUD OVEN GLOVE,2.95,"['rose', 'du', 'sud', 'oven', 'glove']",Clothing,Premium
21000,ROSE DU SUD COSMETICS BAG,4.25,"['rose', 'du', 'sud', 'cosmetics', 'bag']",Bags,Luxury
21001,ROSE DU SUD WASHBAG,5.95,"['rose', 'du', 'sud', 'washbag']",Bags,Luxury
21002,ROSE DU SUD DRAWSTRING BAG,4.25,"['rose', 'du', 'sud', 'bag']",Jewellery,Luxury
21003,ROSE DU SUD CUSHION COVER,6.35,"['rose', 'du', 'sud', 'cushion', 'cover']",Other,Luxury
21011,GLITTER SNOW PEAR TREE DECORATION,1.45,"['glitter', 'snow', 'tree', 'decoration']",Home Decor,Standard
21012,ANTIQUE ALL GLASS CANDLESTICK,2.1,"['antique', 'glass', 'candlestick']",Home Decor,Premium
21014,SWISS CHALET TREE DECORATION,0.29,"['chalet', 'tree', 'decoration']",Home Decor,Budget
21015,DARK BIRD HOUSE TREE DECORATION,0.29,"['dark', 'bird', 'house', 'tree', 'decoration']",Home Decor,Budget
21018,BIRD BOX CHRISTMAS TREE DECORATION,0.85,"['bird', 'box', 'christmas', 'tree', 'decoration']",Home Decor,Budget
21025,SPACE FROG,1.25,"['space', 'frog']",Other,Standard
21026,SPACE OWL,1.25,"['space', 'owl']",Other,Standard
21027,NINJA RABBIT PINK,1.25,"['ninja', 'rabbit']",Other,Standard
21028,NINJA RABBIT BLACK,1.25,"['ninja', 'rabbit', 'black']",Other,Standard
21030,SPACE CADET RED,1.25,"['space', 'cadet', 'red']",Other,Standard
21031,SPACE CADET BLACK,1.25,"['space', 'cadet', 'black']",Other,Standard
21032,SPACE CADET WHITE,1.25,"['space', 'cadet', 'white']",Other,Standard
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2.08,"['jumbo', 'bag', 'charlie', 'lola', 'toys']",Toys,Premium
21034,REX CASH+CARRY JUMBO SHOPPER,0.95,"['rex', 'jumbo', 'shopper']",Toys,Standard
21035,SET/2 RED RETROSPOT TEA TOWELS,3.25,"['red', 'retrospot', 'tea', 'towel']",Garden,Premium
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,0.79,"['modern', 'vintage', 'cotton', 'napkin']",Other,Budget
21039,RED RETROSPOT SHOPPING BAG,2.55,"['red', 'retrospot', 'shopping', 'bag']",Garden,Premium
21040,MODERN VINTAGE COTTON SHOPPING BAG,1.67,"['modern', 'vintage', 'cotton', 'shopping', 'bag']",Bags,Standard
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2.95,"['red', 'retrospot', 'oven', 'glove']",Garden,Premium
21042,RED RETROSPOT APRON,5.95,"['red', 'retrospot', 'apron']",Garden,Luxury
21043,APRON MODERN VINTAGE COTTON,1.95,"['vintage', 'cotton']",Other,Standard
21051,RIBBONS PURSE,2.1,"['ribbons', 'purse']",Bags,Premium
21054,NURSE'S BAG SOFT TOY,8.95,"['nurse', 'bag', 'toy']",Toys,Luxury
21055,TOOL BOX SOFT TOY,8.95,"['tool', 'box', 'toy']",Toys,Luxury
21056,DOCTOR'S BAG SOFT TOY,8.95,"['doctor', 'bag', 'toy']",Toys,Luxury
21058,PARTY INVITES WOODLAND,0.85,"['party', 'invites', 'woodland']",Party Supplies,Budget
21059,PARTY INVITES DINOSAURS,0.85,"['party', 'invites', 'dinosaurs']",Party Supplies,Budget
21060,PARTY INVITES BALLOON GIRL,0.85,"['party', 'balloon', 'girl']",Toys,Budget
21061,PARTY INVITES FOOTBALL,0.85,"['party', 'football']",Toys,Budget
21062,PARTY INVITES SPACEMAN,0.85,"['party', 'invites', 'spaceman']",Party Supplies,Budget
21063,PARTY INVITES JAZZ HEARTS,0.85,"['party', 'jazz', 'hearts']",Home Decor,Budget
21064,BOOM BOX SPEAKER BOYS,5.95,"['boom', 'box', 'speaker', 'boy']",Other,Luxury
21065,BOOM BOX SPEAKER GIRLS,5.95,"['boom', 'box', 'speaker', 'girl']",Other,Luxury
21066,VINTAGE RED MUG,1.25,"['vintage', 'mug']",Kitchen,Standard
21067,VINTAGE RED TEATIME MUG,1.25,"['vintage', 'red', 'teatime', 'mug']",Kitchen,Standard
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1.25,"['vintage', 'billboard', 'love', 'hate', 'mug']",Kitchen,Standard
21069,VINTAGE BILLBOARD TEA MUG,1.25,"['vintage', 'billboard', 'tea', 'mug']",Kitchen,Standard
21070,VINTAGE BILLBOARD MUG,1.25,"['vintage', 'billboard', 'mug']",Kitchen,Standard
21071,VINTAGE BILLBOARD DRINK ME MUG,1.25,"['vintage', 'billboard', 'drink', 'mug']",Kitchen,Standard
21078,SET/20 STRAWBERRY PAPER NAPKINS,0.85,"['paper', 'napkin']",Stationery,Budget
21080,SET/20 RED RETROSPOT PAPER NAPKINS,0.85,"['retrospot', 'paper', 'napkin']",Stationery,Budget
21084,SET/6 COLLAGE PAPER CUPS,0.19,"['collage', 'paper', 'cups']",Stationery,Budget
21086,SET/6 RED SPOTTY PAPER CUPS,0.65,"['red', 'spotty', 'paper', 'cups']",Stationery,Budget
21087,SET/6 POSIES PAPER CUPS,0.65,"['paper', 'cups']",Stationery,Budget
21088,SET/6 FRUIT SALAD PAPER CUPS,0.19,"['fruit', 'salad', 'paper', 'cups']",Stationery,Budget
21089,SET/6 GREEN SPRING PAPER CUPS,0.19,"['green', 'spring', 'paper', 'cups']",Stationery,Budget
21090,SET/6 COLLAGE PAPER PLATES,0.39,"['collage', 'paper', 'plate']",Stationery,Budget
21094,SET/6 RED SPOTTY PAPER PLATES,0.85,"['red', 'spotty', 'paper', 'plate']",Stationery,Budget
21095,SET/6 POSIES PAPER PLATES,0.85,"['paper', 'plate']",Stationery,Budget
21096,SET/6 FRUIT SALAD  PAPER PLATES,0.39,"['fruit', 'salad', 'paper', 'plate']",Stationery,Budget
21098,CHRISTMAS TOILET ROLL,1.25,"['christmas', 'toilet', 'roll']",Christmas,Standard
21100,CHARLIE AND LOLA CHARLOTTE BAG,1.65,"['charlie', 'bag']",Bags,Standard
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,2.95,"['cream', 'slice', 'flannel', 'chocolate', 'spot']",Garden,Premium
21107,CREAM SLICE FLANNEL PINK SPOT,2.95,"['cream', 'flannel', 'pink', 'spot']",Garden,Premium
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,0.79,"['fairy', 'cake', 'flannel', 'colour']",Food,Budget
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",1.95,"['cake', 'towel', 'chocolate', 'spots']",Garden,Standard
21110,LARGE CAKE TOWEL PINK SPOTS,6.75,"['cake', 'towel', 'spots']",Garden,Luxury
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",2.55,"['swiss', 'roll', 'towel', 'chocolate', 'spots']",Garden,Premium
21112,"SWISS ROLL TOWEL, PINK  SPOTS",2.95,"['swiss', 'roll', 'towel', 'pink', 'spots']",Garden,Premium
21114,LAVENDER SCENTED FABRIC HEART,1.25,"['fabric', 'heart']",Home Decor,Standard
21115,ROSE CARAVAN DOORSTOP,6.75,"['rose', 'caravan']",Toys,Luxury
21116,OWL DOORSTOP,4.95,"['owl', 'doorstop']",Other,Luxury
21117,BLOND DOLL DOORSTOP,1.25,['doll'],Toys,Standard
21121,SET/10 RED POLKADOT PARTY CANDLES,1.25,"['party', 'candle']",Home Decor,Standard
21122,SET/10 PINK POLKADOT PARTY CANDLES,1.25,"['pink', 'candle']",Home Decor,Standard
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1.25,"['ivory', 'polkadot', 'party', 'candle']",Home Decor,Standard
21124,SET/10 BLUE POLKADOT PARTY CANDLES,1.25,"['party', 'candle']",Home Decor,Standard
21125,SET 6 FOOTBALL CELEBRATION CANDLES,1.25,"['set', 'football', 'celebration', 'candle']",Home Decor,Standard
21126,SET OF 6 GIRLS CELEBRATION CANDLES,1.25,"['girls', 'celebration', 'candle']",Home Decor,Standard
21128,GOLD FISHING GNOME,6.95,"['gold', 'fishing', 'gnome']",Other,Luxury
21129,SILVER FISHING GNOME,6.95,"['silver', 'fishing', 'gnome']",Other,Luxury
21131,GOLD STANDING GNOME,4.25,"['gold', 'standing', 'gnome']",Other,Luxury
21132,SILVER STANDING GNOME,4.25,"['silver', 'standing', 'gnome']",Other,Luxury
21135,VICTORIAN  METAL POSTCARD SPRING,1.69,"['metal', 'postcard', 'spring']",Stationery,Standard
21136,PAINTED METAL PEARS ASSORTED,1.69,"['metal', 'pear']",Other,Standard
21137,BLACK RECORD COVER FRAME,3.75,"['black', 'record', 'cover', 'frame']",Home Decor,Premium
21143,ANTIQUE GLASS HEART DECORATION,1.95,"['antique', 'glass', 'heart', 'decoration']",Home Decor,Standard
21145,ANTIQUE GLASS PLACE SETTING,1.25,"['antique', 'glass', 'place']",Kitchen,Standard
21147,JINGLE BELLS TREE DECORATION,2.2800000000000002,"['jingle', 'bells', 'tree', 'decoration']",Home Decor,Premium
21154,RED RETROSPOT OVEN GLOVE,1.25,"['red', 'retrospot', 'oven', 'glove']",Garden,Standard
21155,RED RETROSPOT PEG BAG,2.55,"['retrospot', 'peg', 'bag']",Garden,Premium
21156,RETROSPOT CHILDRENS APRON,1.95,"['retrospot', 'childrens', 'apron']",Garden,Standard
21157,RED RETROSPOT WASHBAG,2.1,"['red', 'retrospot', 'washbag']",Garden,Premium
21158,MOODY GIRL DOOR HANGER,0.39,"['moody', 'girl', 'door']",Other,Budget
21159,MOODY BOY  DOOR HANGER,0.39,"['moody', 'boy', 'door']",Other,Budget
21161,KEEP OUT BOYS DOOR HANGER,1.45,"['boy', 'door']",Other,Standard
21162,TOXIC AREA  DOOR HANGER,0.39,"['toxic', 'area', 'door']",Other,Budget
21163,DO NOT TOUCH MY STUFF DOOR HANGER,0.39,"['stuff', 'door']",Other,Budget
21164,HOME SWEET HOME METAL SIGN,2.95,"['home', 'sweet', 'metal']",Home Decor,Premium
21165,BEWARE OF THE CAT METAL SIGN,1.69,"['cat', 'metal']",Home Decor,Standard
21166,COOK WITH WINE METAL SIGN,2.08,"['cook', 'wine']",Home Decor,Premium
21167,WHITE SAGE INCENSE,0.21,"['white', 'sage', 'incense']",Other,Budget
21169,YOU'RE CONFUSING ME METAL SIGN,1.69,['metal'],Home Decor,Standard
21171,BATHROOM METAL SIGN,1.45,"['bathroom', 'metal']",Home Decor,Standard
21172,PARTY METAL SIGN,1.45,['party'],Home Decor,Standard
21174,POTTERING IN THE SHED METAL SIGN,2.08,"['shed', 'metal']",Home Decor,Premium
21175,GIN + TONIC DIET METAL SIGN,2.55,"['gin', 'tonic', 'diet', 'metal']",Home Decor,Premium
21179,NO JUNK MAIL METAL SIGN,0.39,"['junk', 'mail', 'metal']",Home Decor,Budget
21181,PLEASE ONE PERSON METAL SIGN,2.1,"['person', 'metal']",Home Decor,Premium
21187,WHITE BELL HONEYCOMB PAPER GARLAND,1.65,"['white', 'bell', 'paper', 'garland']",Stationery,Standard
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,2.95,"['hearts', 'paper', 'garland']",Stationery,Premium
21189,WHITE HONEYCOMB PAPER GARLAND,1.65,"['white', 'paper', 'garland']",Stationery,Standard
21190,PINK HEARTS PAPER GARLAND,1.65,"['hearts', 'paper', 'garland']",Stationery,Standard
21191,LARGE WHITE HONEYCOMB PAPER BELL,2.1,"['paper', 'bell']",Stationery,Premium
21192,WHITE BELL HONEYCOMB PAPER,1.65,"['white', 'bell', 'paper']",Stationery,Standard
21194,PINK  HONEYCOMB PAPER FAN,0.65,"['pink', 'paper', 'fan']",Stationery,Budget
21195,PINK  HONEYCOMB PAPER BALL,2.1,"['pink', 'paper', 'ball']",Stationery,Premium
21196,ROUND WHITE CONFETTI IN TUBE,1.65,"['round', 'white', 'confetti', 'tube']",Party Supplies,Standard
21197,MULTICOLOUR  CONFETTI IN TUBE,1.65,"['multicolour', 'confetti', 'tube']",Party Supplies,Standard
21198,WHITE HEART CONFETTI IN TUBE,1.65,"['white', 'heart', 'tube']",Home Decor,Standard
21199,PINK  HEART CONFETTI IN TUBE,1.65,"['pink', 'heart', 'confetti', 'tube']",Home Decor,Standard
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1.65,"['multicolour', 'paper', 'garland']",Stationery,Standard
21201,TROPICAL  HONEYCOMB PAPER GARLAND,2.55,"['tropical', 'paper', 'garland']",Stationery,Premium
21202,DOLLY HONEYCOMB GARLAND,1.65,[],Toys,Standard
21204,DAISIES  HONEYCOMB GARLAND,1.65,"['daisies', 'garland']",Other,Standard
21205,MULTICOLOUR 3D BALLS GARLAND,2.55,"['multicolour', 'ball']",Toys,Premium
21206,STRAWBERRY HONEYCOMB  GARLAND,1.65,['garland'],Other,Standard
21207,SKULL AND CROSSBONES  GARLAND,1.65,"['skull', 'crossbones', 'garland']",Other,Standard
21208,PASTEL COLOUR HONEYCOMB FAN,0.39,"['pastel', 'colour', 'honeycomb', 'fan']",Other,Budget
21209,MULTICOLOUR HONEYCOMB FAN,0.39,"['multicolour', 'fan']",Other,Budget
21210,SET OF 72 RETROSPOT PAPER  DOILIES,1.45,"['retrospot', 'paper', 'doily']",Stationery,Standard
21211,SET OF 72 SKULL PAPER  DOILIES,1.45,"['skull', 'paper', 'doily']",Stationery,Standard
21212,PACK OF 72 RETROSPOT CAKE CASES,0.55,"['pack', 'retrospot', 'cake', 'case']",Garden,Budget
21213,PACK OF 72 SKULL CAKE CASES,0.55,"['pack', 'skull', 'cake', 'case']",Bags,Budget
21215,IVORY PAPER CUP CAKE CASES,0.55,"['ivory', 'paper', 'cup', 'cake', 'case']",Stationery,Budget
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4.95,"['set', 'retrospot', 'tea', 'coffee', 'sugar']",Garden,Luxury
21217,RED RETROSPOT ROUND CAKE TINS,9.95,"['red', 'retrospot', 'round', 'cake', 'tin']",Kitchen,Luxury
21218,RED SPOTTY BISCUIT TIN,3.75,"['red', 'spotty', 'biscuit', 'tin']",Kitchen,Premium
21219,SET/4 BADGES BALLOON GIRL,1.25,"['badges', 'balloon', 'girl']",Toys,Standard
21220,SET/4 BADGES DOGS,1.25,"['badges', 'dog']",Other,Standard
21221,SET/4 BADGES CUTE CREATURES,1.25,"['badges', 'cute', 'creatures']",Other,Standard
21222,SET/4 BADGES BEETLES,1.25,"['badges', 'beetles']",Other,Standard
21224,SET/4 SKULL BADGES,1.25,"['skull', 'badges']",Other,Standard
21226,POCKET MIRROR WOODLAND,1.25,"['pocket', 'mirror', 'woodland']",Home Decor,Standard
21228,"POCKET MIRROR ""GLAMOROUS""",1.25,"['pocket', 'mirror', 'glamorous']",Home Decor,Standard
21231,SWEETHEART CERAMIC TRINKET BOX,1.25,"['sweetheart', 'ceramic', 'trinket', 'box']",Home Decor,Standard
21232,STRAWBERRY CERAMIC TRINKET BOX,1.25,"['ceramic', 'trinket', 'box']",Other,Standard
21238,RED RETROSPOT CUP,0.85,"['red', 'retrospot', 'cup']",Kitchen,Budget
21239,PINK  POLKADOT CUP,0.85,"['pink', 'cup']",Kitchen,Budget
21240,BLUE POLKADOT CUP,0.85,['cup'],Kitchen,Budget
21242,RED RETROSPOT PLATE,1.69,"['red', 'retrospot', 'plate']",Kitchen,Standard
21243,PINK  POLKADOT PLATE,1.69,"['pink', 'polkadot', 'plate']",Kitchen,Standard
21244,BLUE POLKADOT PLATE,1.69,['plate'],Kitchen,Standard
21245,GREEN POLKADOT PLATE,1.69,['plate'],Kitchen,Standard
21246,RED RETROSPOT BIG BOWL,4.95,"['red', 'retrospot', 'big', 'bowl']",Kitchen,Luxury
21248,DOOR HANGER  MUM + DADS ROOM,1.45,"['door', 'hanger', 'mum', 'dads', 'room']",Other,Standard
21249,WOODLAND  HEIGHT CHART STICKERS,2.95,"['woodland', 'height', 'chart', 'sticker']",Stationery,Premium
21250,SET OF SKULL WALL STICKERS,2.95,"['set', 'skull', 'wall', 'stickers']",Stationery,Premium
21251,DINOSAUR HEIGHT CHART STICKER SET,2.95,"['dinosaur', 'height', 'chart', 'sticker', 'set']",Stationery,Premium
21253,SET OF PICTURE FRAME  STICKERS,2.95,"['set', 'picture', 'frame', 'sticker']",Stationery,Premium
21257,VICTORIAN SEWING BOX MEDIUM,7.95,"['sewing', 'box', 'medium']",Other,Luxury
21258,VICTORIAN SEWING BOX LARGE,12.75,"['sewing', 'box', 'large']",Other,Luxury
21259,VICTORIAN SEWING BOX SMALL,5.95,"['sewing', 'box']",Other,Luxury
21260,FIRST AID TIN,3.25,"['aid', 'tin']",Kitchen,Premium
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,2.95,"['goose', 'feather', 'christmas', 'tree']",Christmas,Premium
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,2.95,"['white', 'goose', 'feather', 'christmas', 'tree']",Christmas,Premium
21263,GREEN GOOSE FEATHER TREE 60CM,1.95,"['goose', 'feather', 'tree']",Christmas,Standard
21264,WHITE GOOSE FEATHER TREE 60CM,1.95,"['white', 'goose', 'feather', 'tree']",Christmas,Standard
21265,PINK GOOSE FEATHER TREE 60CM,1.95,"['pink', 'goose', 'feather', 'tree']",Christmas,Standard
21268,VINTAGE BLUE TINSEL REEL,0.42,"['vintage', 'reel']",Kitchen,Budget
21269,ANTIQUE CREAM CUTLERY SHELF,8.5,"['antique', 'cream', 'cutlery', 'shelf']",Beauty,Luxury
21270,ANTIQUE CREAM CUTLERY CUPBOARD,12.75,"['antique', 'cream', 'cutlery', 'cupboard']",Kitchen,Luxury
21272,SALLE DE BAIN HOOK,1.25,"['de', 'bain', 'hook']",Other,Standard
21275,ZINC TOP  2 DOOR WOODEN SHELF,16.95,"['zinc', 'door', 'shelf']",Other,Luxury
21277,FRENCH STYLE EMBOSSED HEART CABINET,21.95,"['style', 'embossed', 'heart', 'cabinet']",Home Decor,Luxury
21278,VINTAGE KITCHEN PRINT PUDDINGS,2.55,"['vintage', 'kitchen', 'print', 'pudding']",Other,Premium
21279,VINTAGE KITCHEN PRINT FRUITS,2.55,"['vintage', 'kitchen', 'fruit']",Other,Premium
21280,VINTAGE KITCHEN PRINT VEGETABLES,2.55,"['vintage', 'kitchen', 'vegetable']",Other,Premium
21281,VINTAGE KITCHEN PRINT SEAFOOD,2.55,"['vintage', 'kitchen', 'print', 'seafood']",Food,Premium
21284,RETROSPOT CANDLE  SMALL,1.69,"['retrospot', 'candle', 'small']",Home Decor,Standard
21285,RETROSPOT CANDLE  MEDIUM,2.1,"['retrospot', 'candle', 'medium']",Home Decor,Premium
21286,RETROSPOT CANDLE  LARGE,0.59,"['retrospot', 'candle', 'large']",Home Decor,Budget
21287,SCENTED VELVET LOUNGE CANDLE,0.38,"['velvet', 'lounge', 'candle']",Home Decor,Budget
21288,STRIPEY CHOCOLATE NESTING BOXES,2.95,"['stripey', 'chocolate', 'nesting', 'boxes']",Kitchen,Premium
21289,LARGE STRIPES CHOCOLATE GIFT BAG,1.25,"['stripes', 'chocolate', 'gift', 'bag']",Bags,Standard
21291,SMALL POLKADOT CHOCOLATE GIFT BAG,0.85,"['chocolate', 'gift', 'bag']",Bags,Budget
21292,SMALL STRIPES CHOCOLATE GIFT BAG,0.85,"['small', 'stripes', 'chocolate', 'gift', 'bag']",Bags,Budget
21293,MIRRORED DOVE WALL DECORATION,2.1,"['mirrored', 'dove', 'wall', 'decoration']",Home Decor,Premium
21294,ETCHED GLASS COASTER,0.39,"['etched', 'glass', 'coaster']",Kitchen,Budget
21306,SET/4 DAISY MIRROR MAGNETS,0.29,"['daisy', 'mirror', 'magnets']",Home Decor,Budget
21307,SET/4 BUTTERFLY MIRROR MAGNETS,2.1,"['butterfly', 'mirror', 'magnets']",Home Decor,Premium
21310,CAPIZ CHANDELIER,29.95,"['capiz', 'chandelier']",Other,Luxury
21311,SET/4 BIRD MIRROR MAGNETS,0.29,"['bird', 'mirror', 'magnets']",Home Decor,Budget
21313,GLASS HEART T-LIGHT HOLDER,0.85,"['glass', 'heart', 't', 'light', 'holder']",Home Decor,Budget
21314,SMALL GLASS HEART TRINKET POT,2.1,"['glass', 'heart', 'trinket', 'pot']",Home Decor,Premium
21316,SMALL CHUNKY GLASS ROMAN  BOWL,0.79,"['small', 'chunky', 'glass', 'roman', 'bowl']",Kitchen,Budget
21317,GLASS SPHERE CANDLE STAND MEDIUM,5.45,"['glass', 'sphere', 'medium']",Home Decor,Luxury
21318,GLASS CHALICE BLUE SMALL,0.39,"['glass', 'chalice']",Kitchen,Budget
21319,GLASS CHALICE GREEN  SMALL,1.65,"['glass', 'chalice']",Kitchen,Standard
21320,GLASS CHALICE GREEN  LARGE,1.445,"['glass', 'chalice', 'large']",Kitchen,Standard
21324,HANGING MEDINA LANTERN SMALL,2.95,"['medina', 'lantern']",Home Decor,Premium
21326,AGED GLASS SILVER T-LIGHT HOLDER,0.65,"['aged', 'glass', 'silver', 't', 'light', 'holder']",Home Decor,Budget
21327,SKULLS WRITING SET,1.65,"['skull', 'set']",Kitchen,Standard
21328,BALLOONS  WRITING SET,1.65,"['balloons', 'set']",Kitchen,Standard
21329,DINOSAURS  WRITING SET,1.65,"['dinosaurs', 'set']",Kitchen,Standard
21331,MOROCCAN BEATEN METAL DISH LARGE,12.75,"['moroccan', 'beaten', 'large']",Other,Luxury
21332,MOROCCAN BEATEN METAL MIRROR,12.75,"['moroccan', 'beaten', 'metal', 'mirror']",Home Decor,Luxury
21333,CLASSIC WHITE FRAME,2.95,"['classic', 'white', 'frame']",Home Decor,Premium
21336,GOLD WASHBAG,2.95,"['gold', 'washbag']",Bags,Premium
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,12.75,"['classic', 'metal', 'birdcage', 'plant', 'holder']",Home Decor,Luxury
21344,MOROCCAN BEATEN METAL DISH,9.95,"['moroccan', 'beaten', 'metal']",Other,Luxury
21348,PINK SPOTS CHOCOLATE NESTING BOXES,2.95,"['spots', 'chocolate', 'nesting', 'boxes']",Kitchen,Premium
21349,IVY HEART WREATH,6.75,"['ivy', 'heart']",Home Decor,Luxury
21351,CINAMMON & ORANGE WREATH,6.75,"['cinammon', 'orange', 'wreath']",Other,Luxury
21352,EUCALYPTUS & PINECONE  WREATH,2.95,"['eucalyptus', 'pinecone', 'wreath']",Other,Premium
21354,TOAST ITS - BEST MUM,1.25,"['toast', 'best', 'mum']",Other,Standard
21355,TOAST ITS - I LOVE YOU,1.25,['toast'],Other,Standard
21356,TOAST ITS - FAIRY FLOWER,1.25,"['toast', 'fairy', 'flower']",Garden,Standard
21357,TOAST ITS - DINOSAUR,1.25,"['toast', 'dinosaur']",Other,Standard
21358,TOAST ITS - HAPPY BIRTHDAY,1.25,"['toast', 'happy', 'birthday']",Party Supplies,Standard
21359,RELAX LARGE WOOD LETTERS,3.95,"['wood', 'letter']",Other,Luxury
21360,JOY LARGE WOOD LETTERS,9.95,"['joy', 'wood', 'letter']",Other,Luxury
21361,LOVE LARGE WOOD LETTERS,12.75,"['love', 'wood', 'letter']",Other,Luxury
21363,HOME SMALL WOOD LETTERS,4.95,"['home', 'wood', 'letter']",Other,Luxury
21364,PEACE SMALL WOOD LETTERS,6.75,"['peace', 'wood', 'letter']",Other,Luxury
21365,MIRRORED WALL ART STARS,0.75,"['mirrored', 'wall', 'art', 'star']",Home Decor,Budget
